location,chamber,surface_type,trigger,current_copy,defect,replacement,status,verification_result
macos/Sources/Atrium/Views/SettingsView.swift:243,user,native application,rendered or emitted by the containing control or operation,Meeting data,None after audit.,Meeting data,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:252,user,native application,rendered or emitted by the containing control or operation,Earlier installation,None after audit.,Earlier installation,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:253,user,native application,rendered or emitted by the containing control or operation,Meetings found,None after audit.,Meetings found,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:254,user,native application,rendered or emitted by the containing control or operation,\(installation.importableMeetingCount),None after audit.,\(installation.importableMeetingCount),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:258,user,native application,rendered or emitted by the containing control or operation,Restore Meetings,None after audit.,Restore Meetings,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:267,user,native application,rendered or emitted by the containing control or operation,Meetings you already have stay as they are.,None after audit.,Meetings you already have stay as they are.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:313,user,native application,rendered or emitted by the containing control or operation,Atrium and First Motive always use their dark surface.,None after audit.,Atrium and First Motive always use their dark surface.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:315,user,native application,rendered or emitted by the containing control or operation,Ubundi follows your macOS light or dark appearance and uses navy accents.,None after audit.,Ubundi follows your macOS light or dark appearance and uses navy accents.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:329,user,native application,rendered or emitted by the containing control or operation,Interface theme,None after audit.,Interface theme,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:344,user,native application,rendered or emitted by the containing control or operation,App icon,None after audit.,App icon,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:409,user,native application,rendered or emitted by the containing control or operation,Audio files,None after audit.,Audio files,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:410,user,native application,rendered or emitted by the containing control or operation,Save audio recordings,None after audit.,Save audio recordings,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:411,user,native application,rendered or emitted by the containing control or operation,Recording start notification,None after audit.,Recording start notification,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:412,user,native application,rendered or emitted by the containing control or operation,Save location,None after audit.,Save location,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:419,user,native application,rendered or emitted by the containing control or operation,Open Folder,None after audit.,Open Folder,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:420,user,native application,rendered or emitted by the containing control or operation,Choose Folder,None after audit.,Choose Folder,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:422,user,native application,rendered or emitted by the containing control or operation,Use Default,None after audit.,Use Default,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:426,user,native application,rendered or emitted by the containing control or operation,Default audio devices,None after audit.,Default audio devices,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:433,user,native application,rendered or emitted by the containing control or operation,Capture system audio,None after audit.,Capture system audio,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:456,user,native application,rendered or emitted by the containing control or operation,Choose Recording Folder,None after audit.,Choose Recording Folder,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:475,user,native application,rendered or emitted by the containing control or operation,Global shortcut,None after audit.,Global shortcut,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:481,user,native application,rendered or emitted by the containing control or operation,Dictation microphone,None after audit.,Dictation microphone,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:500,user,native application,rendered or emitted by the containing control or operation,Speech model,None after audit.,Speech model,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:501,user,native application,rendered or emitted by the containing control or operation,On this Mac,None after audit.,On this Mac,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:504,user,native application,rendered or emitted by the containing control or operation,Transcription language,None after audit.,Transcription language,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:553,user,native application,rendered or emitted by the containing control or operation,Auto Summary,None after audit.,Auto Summary,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:554,user,native application,rendered or emitted by the containing control or operation,Generate after a meeting stops,None after audit.,Generate after a meeting stops,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:556,user,native application,rendered or emitted by the containing control or operation,Summary Language,None after audit.,Summary Language,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:565,user,native application,rendered or emitted by the containing control or operation,Summary template,None after audit.,Summary template,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:592,user,native application,rendered or emitted by the containing control or operation,API key,None after audit.,API key,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:596,user,native application,rendered or emitted by the containing control or operation,Summaries and transcript excerpts you approve will leave this Mac.,None after audit.,Summaries and transcript excerpts you approve will leave this Mac.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:60,user,native application,rendered or emitted by the containing control or operation,Audio and transcription,None after audit.,Audio and transcription,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:603,user,native application,rendered or emitted by the containing control or operation,Load Models,None after audit.,Load Models,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:605,user,native application,rendered or emitted by the containing control or operation,Test Connection,None after audit.,Test Connection,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:610,user,native application,rendered or emitted by the containing control or operation,Available model,None after audit.,Available model,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:617,user,native application,rendered or emitted by the containing control or operation,Model to pull,None after audit.,Model to pull,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:626,user,native application,rendered or emitted by the containing control or operation,Delete Selected Model,None after audit.,Delete Selected Model,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:636,user,native application,rendered or emitted by the containing control or operation,Save model settings,None after audit.,Save model settings,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:644,user,native application,rendered or emitted by the containing control or operation,Model settings saved,None after audit.,Model settings saved,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:647,user,native application,rendered or emitted by the containing control or operation,Atrium could not save the model settings. Check the values and try again.,None after audit.,Atrium could not save the model settings. Check the values and try again.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:653,user,native application,rendered or emitted by the containing control or operation,Model settings saved,None after audit.,Model settings saved,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:666,user,native application,rendered or emitted by the containing control or operation,Delete model,None after audit.,Delete model,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:684,user,native application,rendered or emitted by the containing control or operation,).,None after audit.,).,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:687,user,native application,rendered or emitted by the containing control or operation,Atrium could not load models. Check the service address and try again.,None after audit.,Atrium could not load models. Check the service address and try again.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:694,user,native application,rendered or emitted by the containing control or operation,Connection succeeded.,None after audit.,Connection succeeded.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:708,user,native application,rendered or emitted by the containing control or operation,Downloaded \(name).,None after audit.,Downloaded \(name).,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:71,user,native application,rendered or emitted by the containing control or operation,Speech Recognition,None after audit.,Speech Recognition,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:711,user,native application,rendered or emitted by the containing control or operation,Atrium could not download the model. Check the service address and try again.,None after audit.,Atrium could not download the model. Check the service address and try again.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:727,user,native application,rendered or emitted by the containing control or operation,Deleted \(name).,None after audit.,Deleted \(name).,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:730,user,native application,rendered or emitted by the containing control or operation,Atrium could not delete the model. Check the service address and try again.,None after audit.,Atrium could not delete the model. Check the service address and try again.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:747,user,native application,rendered or emitted by the containing control or operation,Version \(AppVersion.current),None after audit.,Version \(AppVersion.current),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:749,user,native application,rendered or emitted by the containing control or operation,A private meeting assistant that keeps your data on this Mac.,None after audit.,A private meeting assistant that keeps your data on this Mac.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:773,user,native application,rendered or emitted by the containing control or operation,Meeting data,None after audit.,Meeting data,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:773,user,native application,rendered or emitted by the containing control or operation,Stored on this Mac,None after audit.,Stored on this Mac,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:81,user,native application,rendered or emitted by the containing control or operation,Screen Recording,None after audit.,Screen Recording,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SettingsView.swift:88,user,native application,rendered or emitted by the containing control or operation,System integration,None after audit.,System integration,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:100,user,native application,rendered or emitted by the containing control or operation,Private workspace,None after audit.,Private workspace,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:37,user,native application,rendered or emitted by the containing control or operation,Switch to \(nextTheme.title) theme,None after audit.,Switch to \(nextTheme.title) theme,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:43,user,native application,rendered or emitted by the containing control or operation,Switch to \(nextTheme.title) theme,None after audit.,Switch to \(nextTheme.title) theme,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:46,user,native application,rendered or emitted by the containing control or operation,Open Settings,None after audit.,Open Settings,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:50,user,native application,rendered or emitted by the containing control or operation,Open Settings,None after audit.,Open Settings,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:92,user,native application,rendered or emitted by the containing control or operation,@\(githubLogin),None after audit.,@\(githubLogin),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:93,user,native application,rendered or emitted by the containing control or operation,Local user,None after audit.,Local user,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:99,user,native application,rendered or emitted by the containing control or operation,@\(githubLogin),None after audit.,@\(githubLogin),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarProfileView.swift:99,user,native application,rendered or emitted by the containing control or operation,@\(githubLogin),None after audit.,@\(githubLogin),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/SidebarView.swift,user,sidebar,sidebar opens,Local | Local-first workspace | Search meeting content | Native Swift · v<version>,Product and implementation jargon crossed into the narrative chamber.,On this Mac | Private workspace on this Mac | Search meetings | Version <version>,verified,Replacement present in source; warnings-as-errors suite passed. Default Home and Ask insufficient-evidence states were inspected in the native app where applicable.
macos/Sources/Atrium/Views/SidebarView.swift:109,user,native application,rendered or emitted by the containing control or operation,"Company Hub, shared with the team",None after audit.,"Company Hub, shared with the team",verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:112,user,native application,rendered or emitted by the containing control or operation,Recent Meetings,None after audit.,Recent Meetings,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:136,user,native application,rendered or emitted by the containing control or operation,Search meetings,None after audit.,Search meetings,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:33,user,native application,rendered or emitted by the containing control or operation,Delete meeting,None after audit.,Delete meeting,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:41,user,native application,rendered or emitted by the containing control or operation,"This removes the meeting, transcript, summary, notes, and speaker names from Atrium. Recording files remain on this Mac.",None after audit.,"This removes the meeting, transcript, summary, notes, and speaker names from Atrium. Recording files remain on this Mac.",verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:56,user,native application,rendered or emitted by the containing control or operation,On this Mac,None after audit.,On this Mac,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:58,user,native application,rendered or emitted by the containing control or operation,Private workspace on this Mac,None after audit.,Private workspace on this Mac,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:74,user,native application,rendered or emitted by the containing control or operation,Ask Atrium,None after audit.,Ask Atrium,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:78,user,native application,rendered or emitted by the containing control or operation,Meeting Notes,None after audit.,Meeting Notes,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:88,user,native application,rendered or emitted by the containing control or operation,Shared Context,None after audit.,Shared Context,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/SidebarView.swift:99,user,native application,rendered or emitted by the containing control or operation,Company Hub,None after audit.,Company Hub,verified,Observed in the rebuilt native Home interface and compiled by the full test suite.
macos/Sources/Atrium/Views/UpdateBanner.swift:29,user,native application,rendered or emitted by the containing control or operation,Atrium update,None after audit.,Atrium update,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/UpdateBanner.swift:30,user,native application,rendered or emitted by the containing control or operation,Atrium \(version) is available,None after audit.,Atrium \(version) is available,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/UpdateBanner.swift:45,user,native application,rendered or emitted by the containing control or operation,Installing Atrium update,None after audit.,Installing Atrium update,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/Atrium/Views/UpdateBanner.swift:53,user,native application,rendered or emitted by the containing control or operation,Install Atrium \(version),None after audit.,Install Atrium \(version),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/AIConfiguration.swift:17,user,native application,rendered or emitted by the containing control or operation,Apple Intelligence,None after audit.,Apple Intelligence,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/AIConfiguration.swift:77,user,native application,rendered or emitted by the containing control or operation,qwen3.5:4b,None after audit.,qwen3.5:4b,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/CompanyHub.swift:130,user,native application,rendered or emitted by the containing control or operation,Agent note,None after audit.,Agent note,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/CompanyHub.swift:158,user,native application,rendered or emitted by the containing control or operation,Agent output,None after audit.,Agent output,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/SummaryTemplate.swift:14,user,native application,rendered or emitted by the containing control or operation,Standard meeting,None after audit.,Standard meeting,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/SummaryTemplate.swift:15,user,native application,rendered or emitted by the containing control or operation,Daily standup,None after audit.,Daily standup,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/SummaryTemplate.swift:16,user,native application,rendered or emitted by the containing control or operation,Project sync,None after audit.,Project sync,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/SummaryTemplate.swift:18,user,native application,rendered or emitted by the containing control or operation,Client or sales call,None after audit.,Client or sales call,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Models/WorkspaceSelection.swift:28,user,native application,rendered or emitted by the containing control or operation,First Motive,None after audit.,First Motive,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Services/GitHubReleaseUpdater.swift:93-170,developer,diagnostic log or stream,update command or rollback fails,Captured command reason is discarded by the UI mapper,"No operation, exit code, error type, version, or rollback result is recorded.","update_download|mount|stage|backup|install|verify with outcome, error_type, safe cause, target version, and rollback outcome",blocked_missing_instrumentation,Source and real command behavior inspected; listed blocker prevents full output verification.
macos/Sources/AtriumCore/Services/LanguageProviderService.swift,user,AI service error,remote generation fails,HTTP <code>: <raw response body>,Raw transport and response content could leak identifiers or sensitive provider detail.,The AI service could not complete the request. Check its settings and try again.,verified,Replacement present in source; warnings-as-errors suite passed. Default Home and Ask insufficient-evidence states were inspected in the native app where applicable.
macos/Sources/AtriumCore/Services/LocalIntelligenceService.swift:260,user,native application,rendered or emitted by the containing control or operation,[\(segment.timestamp)] \(speaker)\(segment.text),None after audit.,[\(segment.timestamp)] \(speaker)\(segment.text),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Services/LocalIntelligenceService.swift:85,user,Ask metadata,answer API called directly with empty evidence,local · evidence-only,No current AppStore route reaches this rendered state.,Generated from meeting evidence,blocked_unreachable,AppStore stops at insufficient evidence before answer generation; not marked verified.
macos/Sources/AtriumCore/Services/MeetingSummaryPreferenceStore.swift:15,user,native application,rendered or emitted by the containing control or operation,Traditional Chinese,None after audit.,Traditional Chinese,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Services/NotificationService.swift:61,user,native application,rendered or emitted by the containing control or operation,Atrium notifications are working,None after audit.,Atrium notifications are working,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Services/NotificationService.swift:62,user,native application,rendered or emitted by the containing control or operation,Recording and transcription updates can appear here.,None after audit.,Recording and transcription updates can appear here.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Services/ProviderModelService.swift,user,model settings error,model request fails,HTTP <code>: <raw response body>,Raw transport and response content crossed into settings.,The AI service could not load models. Check its settings and try again.,verified,Replacement present in source; warnings-as-errors suite passed. Default Home and Ask insufficient-evidence states were inspected in the native app where applicable.
macos/Sources/AtriumCore/Services/VoiceClusterService.swift:69,user,native application,rendered or emitted by the containing control or operation,Speaker \(best.0 + 1),None after audit.,Speaker \(best.0 + 1),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Services/VoiceClusterService.swift:73,user,native application,rendered or emitted by the containing control or operation,Speaker \(centroids.count),None after audit.,Speaker \(centroids.count),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift,developer,diagnostic log or stream,"Ask, recording, import, transcription, summary, playback, or local-data failure",Structured operation/outcome/error_type/cause/context events,None after rewrite; cause and context use private privacy annotations.,unchanged,verified_source,Source inspected and warnings-as-errors suite passed.
macos/Sources/AtriumCore/Stores/AppStore.swift,user,error banners and notifications,"record, import, transcribe, summarize, play, or Ask fails",error.localizedDescription and duplicated notification bodies,"Raw framework, database, provider, path, or identifier detail could reach people; notification bodies repeated headings.",Operation-specific recovery copy; private raw cause in structured diagnostic logs; non-duplicated notification body,verified,Replacement present in source; warnings-as-errors suite passed. Default Home and Ask insufficient-evidence states were inspected in the native app where applicable.
macos/Sources/AtriumCore/Stores/AppStore.swift:1136,user,native application,rendered or emitted by the containing control or operation,Atrium could not complete the action,None after audit.,Atrium could not complete the action,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:195,user,native application,rendered or emitted by the containing control or operation,New meeting,None after audit.,New meeting,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:527,user,native application,rendered or emitted by the containing control or operation,Atrium could not find an audio file for this meeting.,None after audit.,Atrium could not find an audio file for this meeting.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:655,user,native application,rendered or emitted by the containing control or operation,New meeting,None after audit.,New meeting,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:722,user,native application,rendered or emitted by the containing control or operation,Recording started,None after audit.,Recording started,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:756,user,native application,rendered or emitted by the containing control or operation,Recording paused,None after audit.,Recording paused,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:757,user,native application,rendered or emitted by the containing control or operation,Resume when you are ready.,None after audit.,Resume when you are ready.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:771,user,native application,rendered or emitted by the containing control or operation,Recording resumed,None after audit.,Recording resumed,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:772,user,native application,rendered or emitted by the containing control or operation,The meeting recording is active.,None after audit.,The meeting recording is active.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:806,user,native application,rendered or emitted by the containing control or operation,Recording saved,None after audit.,Recording saved,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:807,user,native application,rendered or emitted by the containing control or operation,Atrium is preparing the transcript.,None after audit.,Atrium is preparing the transcript.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:857,user,native application,rendered or emitted by the containing control or operation,Transcript ready,None after audit.,Transcript ready,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:858,user,native application,rendered or emitted by the containing control or operation,Open the meeting to review it.,None after audit.,Open the meeting to review it.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Stores/AppStore.swift:942,user,native application,rendered or emitted by the containing control or operation,Imported transcript ready,None after audit.,Imported transcript ready,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
macos/Sources/AtriumCore/Support/DiagnosticLogger.swift,developer,Apple unified log,failure diagnostic event,operation=<name> outcome=<state> error_type=<type when failed> cause=<private> context=<private>,"None. Stable fields are preserved; cause and context are private; no content, secrets, or PII are intentionally logged.",unchanged,verified,Observed real output: operation=model_list outcome=failure error_type=NSURLError cause=<private> context=<private>.
macos/Sources/AtriumCore/Support/DiagnosticLogger.swift,developer,Apple unified log,partialFailure diagnostic event,operation=<name> outcome=<state> error_type=<type when failed> cause=<private> context=<private>,"None. Stable fields are preserved; cause and context are private; no content, secrets, or PII are intentionally logged.",unchanged,blocked_log_output_not_captured,Logger source compiled and calls were inventoried; this event type was not produced by the safe flows exercised during this audit.
macos/Sources/AtriumCore/Support/DiagnosticLogger.swift,developer,Apple unified log,success diagnostic event,operation=<name> outcome=<state> error_type=<type when failed> cause=<private> context=<private>,"None. Stable fields are preserved; cause and context are private; no content, secrets, or PII are intentionally logged.",unchanged,blocked_log_output_not_captured,Logger source compiled and calls were inventoried; this event type was not produced by the safe flows exercised during this audit.
macos/Sources/AtriumCore/Support/DiagnosticLogger.swift,developer,Apple unified log,started diagnostic event,operation=<name> outcome=<state> error_type=<type when failed> cause=<private> context=<private>,"None. Stable fields are preserved; cause and context are private; no content, secrets, or PII are intentionally logged.",unchanged,blocked_log_output_not_captured,Logger source compiled and calls were inventoried; this event type was not produced by the safe flows exercised during this audit.
